Year,Genre,Genre_order,Genre_count,Year_release_records,Genre_share_pct,Coverage
2019,Platformer,6,57,1290,4.42,Regular (500+ records)
2019,Strategy,7,58,1290,4.5,Regular (500+ records)
2019,Puzzle,8,48,1290,3.72,Regular (500+ records)
2019,Racing,9,52,1290,4.03,Regular (500+ records)
2019,Simulation,10,55,1290,4.26,Regular (500+ records)
2019,Fighting,11,31,1290,2.4,Regular (500+ records)
2019,Action-Adventure,12,160,1290,12.4,Regular (500+ records)
2020,Action,1,169,1452,11.64,Regular (500+ records)
2020,Adventure,2,134,1452,9.23,Regular (500+ records)
2020,Sports,3,95,1452,6.54,Regular (500+ records)
2020,Role-Playing (RPG),4,178,1452,12.26,Regular (500+ records)
2020,Shooter,5,139,1452,9.57,Regular (500+ records)
2020,Platformer,6,75,1452,5.17,Regular (500+ records)
2020,Strategy,7,82,1452,5.65,Regular (500+ records)
2020,Puzzle,8,42,1452,2.89,Regular (500+ records)
2020,Racing,9,61,1452,4.2,Regular (500+ records)
2020,Simulation,10,53,1452,3.65,Regular (500+ records)
2020,Fighting,11,28,1452,1.93,Regular (500+ records)
2020,Action-Adventure,12,164,1452,11.29,Regular (500+ records)
2021,Action,1,27,422,6.4,Sparse (<500 records)
2021,Adventure,2,26,422,6.16,Sparse (<500 records)
2021,Sports,3,8,422,1.9,Sparse (<500 records)
2021,Role-Playing (RPG),4,68,422,16.11,Sparse (<500 records)
2021,Shooter,5,52,422,12.32,Sparse (<500 records)
2021,Platformer,6,27,422,6.4,Sparse (<500 records)
2021,Strategy,7,7,422,1.66,Sparse (<500 records)
2021,Puzzle,8,8,422,1.9,Sparse (<500 records)
2021,Racing,9,29,422,6.87,Sparse (<500 records)
2021,Simulation,10,41,422,9.72,Sparse (<500 records)
2021,Fighting,11,12,422,2.84,Sparse (<500 records)
2021,Action-Adventure,12,95,422,22.51,Sparse (<500 records)
2022,Action,1,17,168,10.12,Sparse (<500 records)
2022,Adventure,2,15,168,8.93,Sparse (<500 records)
2022,Sports,3,6,168,3.57,Sparse (<500 records)
2022,Role-Playing (RPG),4,43,168,25.6,Sparse (<500 records)
2022,Shooter,5,7,168,4.17,Sparse (<500 records)
2022,Platformer,6,12,168,7.14,Sparse (<500 records)
2022,Strategy,7,11,168,6.55,Sparse (<500 records)
2022,Puzzle,8,2,168,1.19,Sparse (<500 records)
2022,Racing,9,6,168,3.57,Sparse (<500 records)
2022,Simulation,10,5,168,2.98,Sparse (<500 records)
2022,Fighting,11,5,168,2.98,Sparse (<500 records)
2022,Action-Adventure,12,34,168,20.24,Sparse (<500 records)
2023,Action,1,6,108,5.56,Sparse (<500 records)
2023,Adventure,2,7,108,6.48,Sparse (<500 records)
2023,Sports,3,0,108,0.0,Sparse (<500 records)
2023,Role-Playing (RPG),4,37,108,34.26,Sparse (<500 records)
2023,Shooter,5,14,108,12.96,Sparse (<500 records)
2023,Platformer,6,2,108,1.85,Sparse (<500 records)
2023,Strategy,7,7,108,6.48,Sparse (<500 records)
2023,Puzzle,8,3,108,2.78,Sparse (<500 records)
2023,Racing,9,3,108,2.78,Sparse (<500 records)
2023,Simulation,10,4,108,3.7,Sparse (<500 records)
2023,Fighting,11,2,108,1.85,Sparse (<500 records)
2023,Action-Adventure,12,22,108,20.37,Sparse (<500 records)
2024,Action,1,0,22,0.0,Sparse (<500 records)
2024,Adventure,2,0,22,0.0,Sparse (<500 records)
2024,Sports,3,0,22,0.0,Sparse (<500 records)
2024,Role-Playing (RPG),4,5,22,22.73,Sparse (<500 records)
2024,Shooter,5,4,22,18.18,Sparse (<500 records)
2024,Platformer,6,0,22,0.0,Sparse (<500 records)
2024,Strategy,7,0,22,0.0,Sparse (<500 records)
2024,Puzzle,8,0,22,0.0,Sparse (<500 records)
2024,Racing,9,0,22,0.0,Sparse (<500 records)
2024,Simulation,10,2,22,9.09,Sparse (<500 records)
2024,Fighting,11,4,22,18.18,Sparse (<500 records)
2024,Action-Adventure,12,7,22,31.82,Sparse (<500 records)
